"ID"	Library_1	Library_10	Library_11	Library_12	Library_2	Library_3	Library_4	Library_5	Library_6	Library_7	Library_8	Library_9
TMSB15A	3.72023	3.07441	1.94549	2.14898	2.35622	3.25044	3.92171	3.72602	5.03572	4.47353	4.03746	3.07078
TMSB15B	0.144807	0.89257	0.407195	0.477552	0.344813	0.548267	0.548196	0.700215	0.746257	0.344117	0.467355	0.402725
TMSB4X	289.853	262.646	242.37	203.77	285.927	313.189	290.316	372.794	337.098	382.195	339.146	282.822
TMSB4Y	0	0	0	0	0	0	0	0	0	0	0	0
TMSL3	1035.26	925.594	896.817	770.891	942.52	1096.67	1019.68	1180.34	1133.69	1282.43	1216.79	907.859
TMTC1	0.0330993	0.14734	0.192585	0.168135	0.0525444	0.0179033	0.0610484	0.0505433	0.0593074	0.0426037	0.0420809	0.0496695
TMTC2	0.995922	1.66064	2.03705	2.15563	1.40703	1.40764	1.585	1.00367	1.33518	1.03539	1.19804	1.55386
TMTC3	8.83114	6.52888	7.34991	6.80045	6.41517	6.13753	6.60677	7.89358	7.90445	7.17489	6.44446	6.64672
TMTC4	2.19663	2.15711	2.01819	2.30327	2.17248	1.91163	2.01309	2.16149	2.29786	2.35477	2.09622	1.95306
TMUB1	11.2344	7.80483	7.90271	7.06285	10.3699	12.7687	11.3358	15.1853	15.0229	14.9091	16.4393	8.41188
TMUB2	2.88946	4.31685	4.89997	4.61917	2.49749	2.83676	2.34939	2.80543	2.93842	3.38004	3.80485	4.17631
TMX1	14.1559	9.39115	11.5865	12.7582	15.8478	12.8248	14.0315	13.1681	15.2165	14.5765	13.4036	8.94408
TMX2	21.6546	17.0071	11.2236	11.591	26.9605	22.4568	21.0759	20.5668	23.577	17.3167	17.3182	16.407
TMX2-CTNND1	0.442197	0.449924	0.574717	0.30508	0.564439	0.759568	0.589238	1.15923	0.65098	1.09198	0.923712	0.294618
TMX3	15.6766	16.0421	12.7384	11.6608	13.4595	13.0656	14.1569	13.6499	14.4708	13.1093	11.9788	16.562
TMX4	4.93386	4.21716	6.62078	6.33745	5.95557	5.19431	5.44389	5.41988	4.90082	3.91356	3.67621	4.79065
TNC	0.0228442	0.00869196	0.0237919	0.0418541	0.0151102	0.0171614	0.332623	0.0129198	0.0142183	0.0150798	0.0148947	0.013236
TNF	0	0	0.0180542	0.0952814	0	0.0156272	0	0	0	0	0	0
TNFAIP1	4.68555	5.14268	5.29309	5.24717	4.03204	5.45901	4.51065	4.81109	5.20765	7.43861	6.42814	4.68354
TNFAIP2	0.443531	0.648637	0.945514	0.896944	0.366699	0.655979	0.733224	0.971244	0.848901	0.850856	0.996298	1.1929
TNFAIP3	0.221953	0.312963	0.356393	0.367781	0.319528	0.206015	0.158419	0.232596	0.336422	0.290873	0.249025	0.385801
TNFAIP6	0.0270901	0	0.0423209	0.0279187	0	0	0	0.0172362	0	0	0	0.0235441
TNFAIP8	2.10564	2.47008	6.01805	5.82701	1.20415	2.74612	2.69706	1.33192	1.57207	2.82879	2.49087	1.73231
TNFAIP8L1	1.78564	1.40134	1.51152	1.54966	1.39037	1.40641	1.3372	2.08116	1.80866	2.05978	2.19498	1.23561
TNFAIP8L2	0	0	0.0255793	0.0337489	0	0.0221408	0.0238408	0	0.0183438	0	0	0
TNFAIP8L2-SCNM1	0.0156697	0.0120402	0.00100967	0.00623748	0.016633	0.0240411	0.000460784	0.0153236	0.0111333	0.0235942	0.00840978	0.00233172
TNFAIP8L3	0.153758	0.0146258	0.213516	0.228889	0.203406	0.080856	0.0746266	0.0543498	0.0669898	0.126872	0.112784	0.0296961
TNFRSF10A	0.0440872	0.0188715	0.12053	0.0454356	0.021871	0.0298078	0.0481448	0.112203	0.024696	0.0654806	0.0646771	0.0383164
TNFRSF10B	17.6045	28.6348	28.1047	27.1827	15.9582	17.9665	16.7516	15.5938	15.8469	19.4431	17.9821	26.5367
TNFRSF10C	0.116194	0.221051	2.62197	1.91596	0.0512663	0.104746	0.131587	0.0328573	0.0578554	0.0958761	0.208339	0.157087
TNFRSF10D	2.3811	1.67374	7.98168	7.84879	1.77717	3.8401	3.03463	1.8101	2.13553	5.32651	4.42019	1.43334
TNFRSF11A	0.0925535	0.285246	0.27954	0.203487	0.0244877	0.116809	0.0808574	0.172936	0.0898647	0.119137	0.14483	0.246679
TNFRSF11B	0.172656	0.337853	0.166974	0.118625	0.0978881	0.333527	0.239424	0.209244	0.156587	0.268649	0.108553	0.428732
TNFRSF12A	20.4253	25.7717	29.1528	22.9595	17.2794	25.8312	20.212	22.8566	19.1743	29.9094	28.593	24.9706
TNFRSF13B	0	0	0.1997	0.0292755	0	0	0.0413615	0	0.0159124	0.0210956	0.0416734	0
TNFRSF13C	0.0826045	1.34363	0.354879	0.595917	0.245873	0.363023	0.150345	0.183951	0.11568	0.306721	0.302958	0.753816
TNFRSF14	0.282652	0.948552	1.25405	1.35162	0.336526	0.305766	0.493891	0.316516	0.139331	0.503771	0.431244	0.805745
TNFRSF17	0	0	0	0.0399962	0	0	0	0.0246925	0.0217394	0	0	0
TNFRSF18	0	0.033391	0.0609326	0.0335454	0	0	0	0	0	0.0483448	0.0707406	0
TNFRSF19	26.3072	29.1332	26.9681	26.0565	20.3275	23.2154	23.7877	21.2064	22.3965	22.9626	20.7404	28.2469
TNFRSF1A	9.63456	9.47677	10.2679	8.48346	8.87225	10.346	8.77192	9.85442	10.2523	14.8708	12.6117	9.19759
TNFRSF1B	0.0209939	0.0359457	0.0163986	0	0.0208295	0.0070971	0.0687783	0.0133575	0.01176	0.0155906	0.023099	0.0182459
TNFRSF21	2.27919	1.28138	1.16085	1.57537	2.21178	2.02471	1.43746	2.28288	1.85124	1.61017	1.65853	1.14401
TNFRSF25	0.937128	0.772798	0.850188	0.926478	0.852027	0.90891	1.0913	0.736163	0.864948	0.898687	1.08279	1.17663
TNFRSF4	0.0174711	0.0598281	0.0272939	0.108033	0	0.0236248	0	0.0222322	0.0195734	0.0778472	0.0768919	0
TNFRSF6B	1.22398e-022	0.0329104	1.24799e-007	0.24186	0.256961	0.198476	6.33978e-016	6.01525e-035	3.13529e-013	2.4264e-011	0.133306	3.19933e-016
TNFRSF8	0.0245084	0.0179192	0.0245245	0.0107857	0.0486331	0.0141518	0.0228577	0.041583	0.0457624	0.0627168	0.0537367	0.0710014
TNFRSF9	0.0482767	0	0.0100559	0.0265351	0.0191595	0.00435205	0.0187449	0.0122865	0.0144228	0.0334614	0.00944309	0.0223773
TNFSF10	0.504035	1.02348	1.97308	1.77087	0.561276	0.726057	0.921651	0.609066	0.363597	1.05976	0.986427	1.02021
TNFSF11	0.00875713	0	0	0	0.0347543	0	0	0.0223334	0.00916024	0	0	0
TNFSF12	0.0118696	0.0294503	0.0217393	0	0	0	0.0607853	0	0	0	2.0487e-042	0
TNFSF12-TNFSF13	1.4261e-007	0.036094	2.04612e-006	0.000984674	1.06393e-009	5.24454e-006	0.00508486	1.22009e-010	7.66786e-007	0.00581892	0.132145	6.00272e-014
TNFSF13	0.218624	0.134027	1.01089	0.981138	0.332934	0.347783	0.269994	0.196592	0.101062	0.280894	0.245411	0.18249
TNFSF13B	0.0440291	0.0125644	0.0343917	0.0151252	0	0.0198457	0.042739	0.0373516	0.0242707	0.0108991	0.0317816	0.0637765
TNFSF14	0	0.0235891	0.0107615	0.0141985	0.0132254	0	0	0	0	0	0.0101057	0.0119737
TNFSF15	0.0390314	0.0514073	0.0328332	0.037131	0.00595782	0.0284195	0.0349734	0.0420311	0.053819	0.0668903	0.0484509	0.0574072
TNFSF18	0	0	0	0	0	0	0	0.09844	0	0	0	0
TNFSF4	0.110439	0.293293	0.250169	0.239015	0.0876593	0.186672	0.120603	0.0491871	0.0433046	0.0738133	0.0648067	0.278351
TNFSF8	0.00974641	0.0166878	0	0	0	0.0131793	0.0141913	0	0	0.0144759	0	0
TNFSF9	1.06577	1.05125	1.61344	2.00572	0.896514	1.44116	0.775908	0.665184	0.843594	1.41119	1.44455	0.825586
TNIK	0.179123	0.398874	1.3421	1.83798	0.321273	0.415645	0.376412	0.149053	0.220663	0.354261	0.431529	0.333751
TNIP1	4.00556	5.56985	14.3199	13.393	3.15048	8.54309	7.09614	3.92412	4.0039	12.8189	10.9353	4.45248
TNIP2	10.618	5.75349	7.05366	6.84759	8.55448	12.0075	9.95328	12.2063	11	11.6385	11.8111	5.13004
TNIP3	0.0158881	0	0.0250386	0.0330355	0.031804	0.0217711	0.0116684	0.0407904	0.0538681	0.0238049	0	0.0139296
TNK1	0.00680358	0	0	0.0140233	0	0	0	0.00865763	0.00762222	0	0	0.0236521
TNK2	1.89584	2.04413	2.46849	2.67589	2.02379	2.04252	1.69321	2.4806	2.01118	2.92247	2.95912	1.9501
TNKS	6.82616	13.2737	13.3677	12.8764	5.75001	6.98495	6.87634	6.51527	6.46033	7.2613	6.62618	12.5338
TNKS1BP1	4.81415	3.78026	7.31527	7.38961	5.61769	5.76031	4.85242	5.48865	4.65043	8.14149	7.97546	3.67629
TNKS2	9.53161	14.5614	22.4947	20.4087	6.94747	8.90632	9.66502	8.47081	9.1718	10.4124	9.05351	15.7528
TNMD	0	0.0244993	0.0223534	0.0294927	0.0567867	0.0773942	0	0.018208	0.0160304	0	0.0209913	0
TNN	0.0231088	0.0659447	0.102445	0.103201	0.0382131	0.0208321	0.0112158	0.0245052	0.0215745	0.0228816	0.0226008	0.0669469
TNNC1	5.59964	4.36539	10.9106	8.51102	5.3342	7.0099	6.23304	5.25447	5.18256	11.6131	8.84946	6.36408
TNNC2	0.113293	0.38796	0.575216	0.0583791	0.056203	0.0765986	0.0824801	0	0.0317313	0.252403	0.166204	0.443086
TNNI1	0.00627971	0.0376324	0.0441465	0.0323589	0.0186916	0.0127373	0.0182889	0.0119865	0.010553	0.00466348	0.0138188	0.00545773
TNNI2	0	0	0	0	0.0542741	0.0369849	0	0	0	0	0.040125	0
TNNI3	1.42196	3.06297	4.24073	2.55272	1.45633	1.33575	1.10201	1.51761	1.3875	1.39662	1.615	3.03318
TNNI3K	1.17798e-006	0.00129118	0.00329534	0.0035596	4.89606e-009	4.64452e-005	0.00132914	0.000445209	0.0732498	0.000128963	0.000108289	0.000173345
TNNT1	28.2364	30.4456	34.1219	29.9465	22.7915	32.809	27.213	23.8421	24.2467	38.223	32.8967	25.4413
TNNT2	0	0.0588065	0.0804836	0.0707923	0.0340768	0.0696644	0.0248682	0.0218526	0.0577175	0.051012	0.025193	0
TNNT3	0.0488279	0	0.203414	0.100643	0.032297	0	0.0236986	0	0	0.12087	0.0238773	0
TNP1	0	0	0	0.0991426	0	0	0	0	0	0.0714408	0	0
TNP2	0	0.0553184	0	0	0	0	0	0	0.036196	0	0	0
TNPO1	32.679	28.2387	28.6922	28.3975	33.8023	28.715	32.3872	33.0602	37.3348	27.0207	26.0512	30.2894
TNPO2	18.3146	16.2618	15.7689	16.6467	16.3833	17.7181	15.7191	18.8766	19.1376	19.7759	19.5342	14.3847
TNPO3	13.2404	14.564	11.9621	12.4824	12.5344	13.012	11.7743	13.0903	13.2678	12.4592	11.888	14.1034
TNR	0.0111492	0.0254529	0	0.00766015	0	0.0050254	0.0270563	0	0.00416358	0	0.00545207	0.0258396
TNRC18	2.33042	2.59341	3.3311	3.36531	2.36453	2.70688	2.62498	2.74154	2.45425	3.30101	3.28952	2.41485
TNRC6A	9.17494	5.64896	5.11437	4.99969	8.13841	8.20698	7.82588	9.3846	10.5143	8.38986	8.35947	5.9071
TNRC6B	4.02457	7.02055	6.11043	7.24782	4.60491	4.67077	4.61298	4.11844	4.45196	3.99819	3.94293	6.93515
TNRC6C	0.319191	0.613361	0.590285	0.648057	0.526808	0.347967	0.382579	0.331032	0.373569	0.327753	0.307125	0.659102
TNS1	0.0600643	0.0996281	0.155413	0.174098	0.0782171	0.0736058	0.169454	0.0597129	0.0378515	0.050181	0.0633333	0.0685154
TNS3	0.00506383	0.0216757	0.0395543	0.0313123	0.0100484	0.00684742	0.0884783	0.00644379	0.00567314	0.00752108	0.00742878	0.004401
TNS4	0.0568413	0.00811029	0.0443995	0.0292899	0.0469969	0.0128103	0.0206909	0.0120552	0.0106135	0.0140706	0.00694898	0.00823351
TNXA	0	0	0.0106747	0.0281679	0	0	0	0	0	0	0	0
TNXB	0.0253319	0.23149	0.852499	0.849164	0.0320775	0.031795	0.0719178	0.0235626	0.0279888	0.120048	0.144877	0.206909
TOB1	8.21092	7.95202	9.98718	11.0107	9.36431	7.81785	9.49608	9.07298	9.79811	10.4949	9.68893	8.4131
TOB2	5.56804	4.30233	3.83513	4.48526	6.8032	5.42926	4.78731	5.75879	6.24379	6.22236	6.23372	4.17973
TOE1	7.98847	3.98287	1.827	1.97784	5.65199	6.94885	5.81394	7.79149	8.54743	7.18268	7.65519	3.34988
TOLLIP	3.71237	3.45892	4.70122	4.53588	2.99083	3.34982	3.17914	3.91925	3.75852	4.84305	4.42056	2.85054
TOM1	3.77137	4.18376	6.7256	6.33185	2.86343	3.87064	3.75771	4.09193	3.15872	5.39502	5.07583	3.71524
TOM1L1	8.94846	14.1056	11.6461	12.4782	7.79725	9.37471	8.50592	8.716	9.6021	8.73271	8.40888	14.8601
TOM1L2	15.6282	19.3604	11.6243	12.01	15.5367	17.5325	16.0712	16.0838	15.6956	18.0091	18.6419	17.3197
TOMM20	47.4437	50.4749	56.7904	61.4607	48.7133	43.1721	43.4007	47.7178	47.3904	46.9764	43.6419	50.8452
TOMM20L	0.0316199	0.216558	0	0	0	0	0.0460401	0	0	0.0469636	0	0.27481
TOMM22	57.4061	25.7889	23.7859	22.4565	47.5583	53.5469	44.7815	56.6568	57.5089	49.5155	46.3546	22.8776
TOMM34	12.7304	12.4127	14.2781	13.604	12.7394	15.0652	13.4635	13.5666	14.1632	15.6663	15.6397	11.7762
TOMM40	24.6333	8.26494	10.832	10.1184	18.0398	26.4916	22.3409	21.8121	30.105	25.2977	27.1742	6.50419
TOMM40L	11.9384	11.8762	4.5156	4.70602	9.79306	9.2345	8.44995	11.8693	10.7417	9.43264	9.41999	10.8946
TOMM5	103.43	51.4271	47.5953	47.3096	92.9269	107.009	105.768	110.269	107.502	106.443	102.981	54.5129
TOMM6	49.3049	28.6352	34.6516	29.4544	43.1599	58.7855	51.4042	53.3254	63.1262	57.1878	54.3198	29.7173
TOMM7	48.2327	44.5852	42.3019	45.7268	45.139	50.3312	46.4568	51.6852	45.2245	44.9644	40.4665	39.602
TOMM70A	21.3932	14.556	14.5185	15.0236	15.986	15.3095	16.3681	18.6304	18.8792	16.0314	15.289	14.393
TONSL	6.38599	2.29676	1.2814	1.10988	5.72207	5.7948	4.86392	7.08522	6.59169	6.1912	6.26664	1.95295
TOP1	16.5057	11.6537	10.135	11.9639	21.1229	20.6891	21.193	18.5302	21.5374	14.545	16.8981	13.1732
TOP1MT	11.4278	7.90225	4.46979	4.58405	8.52099	11.0971	9.21512	12.8846	12.2331	9.18173	9.43972	8.46957
TOP1P1	3.14215	2.5109	2.55557	2.70768	4.52556	3.84855	4.29094	3.6276	4.67738	3.19623	3.24088	2.34904
TOP1P2	0.431729	0.261463	0.357067	0.183208	0.655122	0.394919	0.536175	0.436273	0.341419	0.264035	0.130397	0.242788
TOP2A	54.1345	55.5367	53.3267	52.5787	50.9886	60.6163	59.3575	61.3891	64.0442	54.5853	54.3502	58.5646
TOP2B	18.8406	23.5953	18.5602	20.7517	22.1049	20.1852	22.1606	22.3686	22.1602	20.4516	21.4957	25.8999
TOP3A	8.91832	6.69265	5.78565	5.98079	9.44654	10.2956	8.87472	9.87971	9.39145	11.4858	10.9224	6.19817
TOP3B	2.14447	1.21174	1.50377	1.57387	2.13369	2.65679	2.04284	2.51211	2.13664	2.11503	2.3497	1.48111
TOPBP1	14.4254	10.8548	9.97175	10.5818	13.7999	14.4509	14.8648	14.6587	15.2219	14.2725	14.0042	10.8479
TOPORS	6.3803	6.24514	6.25478	5.70629	5.4005	5.38302	5.59286	5.98224	6.21727	5.93731	5.81074	5.68795
TOR1A	12.5701	9.37053	9.28649	7.45932	9.25052	10.7974	10.7481	11.6351	13.1636	12.7522	10.2105	9.58869
TOR1AIP1	9.75834	9.43196	6.94654	8.86604	14.6648	9.88923	11.0037	10.452	11.6577	8.66149	9.95894	10.0052
TOR1AIP2	17.152	14.215	12.4608	13.2919	19.5307	14.9285	16.2013	16.9372	19.3141	13.9256	14.646	15.7565
TOR1B	9.76538	8.93312	7.76971	7.66014	8.62529	9.02198	7.86717	9.25387	9.44928	10.0483	9.54628	7.20478
TOR2A	1.70268	1.88625	1.60746	1.76292	1.8261	2.00113	1.82345	1.96867	2.21672	2.72211	3.20767	2.08273
TOR3A	37.8078	18.1835	11.6819	10.0819	35.7049	31.6588	27.7091	40.6282	39.8561	27.537	29.4524	18.4143
TOX	9.44742	15.2378	12.0359	12.2066	9.82174	10.2539	10.2732	8.82068	9.96194	10.6535	9.46297	15.1098
TOX2	0.0153371	0.0265368	0.0847461	0.0819473	0	0.0523942	0.0225669	0.0493057	0.0268769	0.0115098	0.0341055	0.0547536
TOX3	0.0308908	0	0.0096517	0.0764056	0.0122596	0.033417	0.0179914	0.0235854	0	0.00917615	0.0181271	0
TOX4	5.16286	6.94231	9.06135	8.53627	4.86109	4.9515	4.91769	4.98969	5.52765	6.21546	6.00231	7.88269
TP53	4.85351	11.4875	10.4691	11.9801	5.88632	6.36748	5.67184	5.57091	6.09969	8.78888	7.86269	12.4957
TP53AIP1	0.0151517	0	0	0.0633684	0	0	0	0	0	0	0.0951134	0.0267196
TP53BP1	9.24595	10.471	10.1674	9.88975	7.92235	9.29442	9.21189	9.12864	8.56568	8.5072	7.97721	9.59373
TP53BP2	5.9342	6.88238	9.00892	8.95425	6.207	6.14601	6.42663	6.51636	6.41223	6.29238	6.05212	7.10855
TP53I11	0.103635	0.196121	0.749857	0.736229	0.119059	0.147513	0.150897	0.0694086	0.0855508	0.251139	0.152035	0.360278
TP53I13	3.85466	5.27313	4.02496	3.37899	3.58245	3.93933	3.7111	6.14537	4.48169	5.42616	5.02449	5.12248
TP53I3	8.0393	6.17387	7.17545	6.46783	6.15196	7.13288	6.20868	6.03332	5.51913	6.22183	5.68352	5.9753
TP53INP1	0.417906	1.64971	3.73082	3.35049	0.326327	0.397929	0.503928	0.344416	0.511289	0.905176	0.959999	1.90348
TP53INP2	0.687526	1.52152	1.7104	2.16905	1.11478	1.03088	1.0896	0.874976	0.964126	1.85474	1.75175	1.36581
TP53RK	6.00407	2.91539	3.21696	2.93513	4.77121	4.41928	4.52119	5.61796	5.42831	5.52508	5.27057	2.8125
TP53TG1	2.69327	3.17614	3.10252	2.80368	1.99739	1.91291	2.13902	2.28482	2.28589	1.81827	2.03541	2.97911
TP53TG3	1.16094e-011	7.04071e-011	1.4761e-009	1.06455e-009	1.10305e-011	5.04131e-010	3.88747e-016	7.41345e-010	7.24644e-010	2.83269e-020	6.34509e-010	6.68049e-014
TP53TG3B	0.060993	0.961917	1.17509	0.916193	0.0610834	0.134972	0.175814	0.113422	0.19875	0.134386	0.135386	0.788758
TP53TG5	0	0.100994	0.0307161	0.0405262	0	0	0	0	0.044055	0	0	0.0341762
TP63	0.225536	0.527966	0.428774	0.333481	0.214757	0.226273	0.164565	0.276717	0.276834	0.257973	0.319134	0.696398
TP73	0.616671	0.617028	0.532463	0.446948	0.780829	0.677061	0.584858	0.726766	0.775637	0.920535	0.826966	0.504677
TPBG	6.06809	5.40585	9.14321	7.86026	4.96208	5.32885	5.54885	4.94363	5.2181	5.48772	5.22147	5.79117
TPCN1	1.18446	1.43879	0.875566	0.918305	1.34518	1.28171	1.23394	1.10953	1.2831	1.06121	1.06197	1.08948
TPCN2	1.09777	1.20932	1.05019	1.0995	0.890984	1.23093	0.929377	1.23142	1.24255	1.41677	1.26686	0.940566
TPD52	14.8251	11.4105	20.5256	21.5951	14.8905	13.5602	16.1743	13.1637	14.2887	17.092	15.2267	11.6067
TPD52L1	8.40589	10.3772	15.4592	13.3877	5.35513	8.37647	7.54652	8.34988	7.54792	6.99046	5.92801	9.28016
TPD52L2	30.3918	18.0596	21.8468	19.9964	27.4167	31.7346	27.0593	31.6821	32.316	34.3434	32.5059	16.3858
TPD52L3	0.0525358	0.252763	0.0468987	0	0.0595708	0.111634	0.0655669	0.0859531	0.0840817	0.0223087	0.121112	0.0913183
TPH1	0.159406	0.0727826	0.132815	0.219042	0.231965	0.301773	0.26305	0.189323	0.0833405	0.0631356	0.077951	0.203193
TPH2	0.0899023	0.125943	0.114912	0.101075	0.0486537	0.0221032	0.0476008	0.0520008	0.155658	0.0364167	0.131889	0.170476
TPI1	145.878	108.752	324.206	325.274	138.745	233.934	194.343	163.2	153.278	365.368	348.19	111.038
TPI1P2	2.38174	2.29227	5.95421	4.80937	1.59397	4.20555	3.65785	2.86078	3.13326	5.68126	5.37604	2.41025
TPI1P3	4.30905	3.99892	11.5754	9.17546	3.3419	6.84564	5.71406	4.59263	5.42945	11.2512	11.4094	3.45211
TPK1	2.08569	2.92052	1.1664	0.834657	1.97393	1.80265	1.37312	2.1887	2.20176	1.62317	1.42548	2.45539
TPM1	26.9398	13.9282	16.0462	15.8787	22.8715	29.253	27.0204	30.4358	28.6479	28.8959	27.3632	13.1152
TPM2	124.734	50.174	74.4617	68.029	127.365	167.173	136.15	162.085	143.576	152.08	156.938	48.5331
TPM3	87.0656	45.5846	46.3267	45.9657	72.2462	87.957	75.3615	90.0208	85.5309	91.0547	89.3223	47.3635
TPM4	105.839	68.5803	84.0782	80.0306	85.9651	108.458	100.885	101.656	109.341	120.101	116.349	65.1664
TPMT	5.25146	3.92957	3.73127	3.07324	4.24445	3.99864	4.01063	4.7982	4.64175	4.01204	4.09115	4.08203
TPO	0.0152026	0	0.0102394	0	0	0.0102786	0	0.016681	0	0	0	0.0132143
TPP1	3.17005	5.72377	5.31932	6.30591	4.04348	3.89504	4.16349	2.77915	3.19275	3.44957	3.85842	5.91888
TPP2	8.02467	6.63648	5.00351	5.91837	9.21807	7.80882	9.18798	8.27868	9.2404	7.64678	7.83556	6.77532
TPPP	0.0288265	0.131618	0.500373	0.528976	0.0572016	0.0259865	0.0233182	0.0489094	0.0215301	0.0618434	0.0375905	0.0723761
TPPP2	0	0	0	0	0	0	0	0	0	0	0.0355034	0
TPPP3	0.0185043	0.145875	0.346896	0.190703	0	0	0.0808297	0.047094	0.0954461	0.0824509	0.0271464	0.0643289
TPR	21.2877	24.4885	22.492	23.5039	19.0645	25.5722	24.9753	23.4089	24.3049	22.863	24.3465	24.6085
TPRA1	7.75604	8.47527	8.53466	8.37807	7.24109	7.90581	7.29197	8.30941	7.4885	8.48792	9.60471	6.97349
TPRG1	0.00527431	0.00903065	0.0164793	0	0.0627961	0	0.00767965	0.0201348	0.00590894	0.0156674	0	0.00916786
TPRG1L	3.86033	3.17241	6.54421	6.20832	2.58631	3.43688	2.75406	3.52332	3.69566	4.38277	4.35417	3.19106
TPRKB	15.5798	12.9335	12.3742	10.362	14.4037	19.1302	15.3255	15.5037	17.9793	15.926	14.9469	13.7035
TPRN	4.25485	1.44351	1.7981	1.45062	3.49138	3.61021	2.86075	5.24285	4.36339	4.11587	3.9712	1.33802
TPRX1	0.0104884	0	0	0	0.0208125	0	0	0	0	0	0	0
TPRXL	0.119484	0.146129	0.133329	0.369416	0.609678	0.103866	0.136694	0.0868827	0.114738	0.139436	0.0751227	0.0890093
TPSAB1	0.0161542	0	0.0252366	0	0	0	0.0235213	0	0.018098	0.0479862	0.0473974	0
TPSB2	0	0	0.0258426	0.0340962	0	0	0.0240862	0	0	0	0.0242678	0
TPSD1	0	0	0	0	0	0.0305051	0.0985421	0	0.0252737	0	0.033095	0
TPSG1	0	0	0	0.0359784	0	0	0	0.0444242	0	0.0259256	0	0
TPST1	2.23821	3.69337	5.84305	4.49946	2.01542	2.18871	2.21828	1.92839	2.46944	1.99894	2.44196	3.90683
TPST2	4.86341	2.90655	3.50159	3.4167	3.56167	3.77236	3.60635	5.56161	4.02735	4.25954	4.39058	2.19397
TPT1	457.277	691.312	1247.06	1080.39	388.448	546.86	523.44	470.931	546.525	655.403	658.941	677.25
TPTE	0.00923325	0.0158091	0.0551371	0.133219	0.0183219	0.085157	0.120997	0.0352483	0.0724097	0.0917453	0	0.0320987
TPTE2	0.0196517	0.0723713	0.0460506	0.0871219	0	0.0602199	0.0429208	0.0141675	0	0.0877384	0.0162714	0.0368023
TPTE2P1	0.0744486	0.158064	0.255872	0.171866	0.047274	0.0926173	0.0520324	0.0530525	0.0400352	0.066345	0.0786502	0.222685
TPTE2P2	0.00300358	0.00140256	0.00383913	0.00281404	0.0037928	0.0040615	0.00397578	0.00243223	0.00122363	0.00162221	0.00360518	0.00332236
TPTE2P3	0.00738161	0.0505551	0.0576587	0.0152148	0	0	0	0	0.0082698	0	0.021658	0.0384924
TPX2	25.9013	21.3769	18.3749	18.7278	25.1851	27.0104	24.6045	28.4456	29.2332	26.4815	25.0458	21.5908
TRA2A	26.6765	15.2251	11.3293	10.9389	21.6038	24.4812	24.7652	23.5457	23.63	23.284	20.8395	14.7645
TRA2B	37.9462	17.4878	11.736	10.5143	28.6606	34.0946	34.872	39.1621	40.5903	38.9072	36.3223	18.5971
TRABD	17.4841	9.99108	7.58966	7.86721	16.5119	19.503	16.5157	23.2658	17.8545	21.5764	20.9982	11.2369
TRADD	2.89161	2.49582	4.41211	3.8093	2.49389	3.4332	2.58325	3.64544	3.00627	5.14684	4.95176	2.42419
TRAF1	0.429607	1.77566	1.08202	1.00213	0.345061	0.340194	0.364387	0.387056	0.364423	0.309336	0.356214	1.47941
TRAF2	6.44517	3.17639	3.88483	3.1728	4.30312	6.47069	5.10946	8.646	7.79288	7.41793	7.65242	3.74056
TRAF3	4.8236	3.19169	3.19977	3.57875	4.66734	4.9033	4.37958	4.99541	5.05778	5.24405	5.19682	2.91225
TRAF3IP1	3.47113	2.12759	1.92659	2.29019	4.38295	3.7569	3.82417	3.6475	3.57971	3.15491	3.28561	2.0991
TRAF3IP2	3.02967	4.15097	3.63829	3.952	2.75632	2.99325	2.70826	3.30964	4.02054	2.47499	3.00366	5.55919
TRAF3IP3	0	0	0.0133862	0	0	0	0.0374293	0.0109038	0.00959973	0	0	0.0148942
TRAF4	11.1014	9.73152	9.82451	10.2164	8.40449	8.87249	7.65522	10.9337	10.4987	10.5158	10.8703	9.26702
TRAF5	4.52124	5.71343	6.46165	7.19657	4.78497	6.71658	6.27082	4.21249	4.82807	6.0201	5.61764	6.32089
TRAF6	1.68709	1.75881	2.28291	2.43527	1.40018	1.20765	1.61801	1.5055	1.5916	1.55742	1.73267	1.90457
TRAF7	15.0139	14.3158	12.0298	10.5785	11.9363	15.0479	13.5018	16.0947	15.852	18.3334	17.0156	13.5307
TRAFD1	7.22724	5.50296	7.06507	6.86313	6.84819	6.77989	7.33185	7.21932	7.89875	8.17575	8.11079	5.07544
TRAIP	4.50594	4.26381	3.81122	4.27097	3.97114	4.8865	3.95517	5.49118	4.76912	4.66443	5.05107	3.84378
TRAK1	6.95049	5.66548	5.70662	6.68608	6.57507	6.70873	6.54369	6.93595	7.4562	7.34636	7.02021	5.27704
TRAK2	4.42947	3.87096	3.2702	3.23891	4.69883	4.16856	4.17424	4.27214	4.53707	4.10315	3.92719	3.92439
TRAM1	31.3202	20.8507	26.3446	23.2775	23.9357	23.7706	27.0323	26.4791	29.9376	27.6079	25.7726	18.1737
TRAM1L1	1.99828	2.6884	1.63521	1.628	1.39728	1.28672	1.09456	1.12611	2.04156	1.38504	1.27033	2.79528
TRAM2	5.58249	2.42913	2.53145	3.03855	5.3966	4.84067	4.55127	5.13699	5.33903	4.7401	4.31369	2.10938
